month,unlocked,delta,address,cap
2026-01-13 00:00:00,0.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2026-02-13 00:00:00,5340.0,5340.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2026-03-13 00:00:00,5933.333333333333,593.333333333333,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2026-04-13 00:00:00,6526.666666666667,593.3333333333339,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2026-05-13 00:00:00,7120.0,149.33333333333303,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2026-06-13 00:00:00,7713.333333333334,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2026-07-13 00:00:00,8306.666666666666,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2026-08-13 00:00:00,8900.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2026-09-13 00:00:00,9493.333333333332,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2026-10-13 00:00:00,10086.666666666668,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2026-11-13 00:00:00,10680.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2026-12-13 00:00:00,11273.333333333332,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2027-01-13 00:00:00,11866.666666666668,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2027-02-13 00:00:00,12460.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2027-03-13 00:00:00,13053.333333333332,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2027-04-13 00:00:00,13646.666666666666,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2027-05-13 00:00:00,14240.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2027-06-13 00:00:00,14833.333333333334,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2027-07-13 00:00:00,15426.666666666666,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2027-08-13 00:00:00,16020.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2027-09-13 00:00:00,16613.333333333336,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2027-10-13 00:00:00,17206.666666666664,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2027-11-13 00:00:00,17800.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2027-12-13 00:00:00,18393.333333333336,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2028-01-13 00:00:00,18986.666666666664,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2028-02-13 00:00:00,19580.0,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2028-03-13 00:00:00,20173.333333333336,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
2028-04-13 00:00:00,20766.666666666664,0.0,0x01b66758fba1e1012be2001c79fd8897313ba4c9,6676
